Time,Open,High,Low,Close,Volume
06.02.2004 19:00:00.000,105.45,105.45,105.45,105.45,0
07.02.2004 19:00:00.000,105.7,106.09,105.49,105.66,2174
08.02.2004 19:00:00.000,105.67,105.89,105.46,105.83,37592
09.02.2004 19:00:00.000,105.83,105.9,105.28,105.58,38735
10.02.2004 19:00:00.000,105.57,105.71,105.14,105.32,40207
11.02.2004 19:00:00.000,105.32,105.59,105.22,105.3,31972
12.02.2004 19:00:00.000,105.31,105.6,105.22,105.42,28140
13.02.2004 19:00:00.000,105.42,105.42,105.42,105.42,0
14.02.2004 19:00:00.000,105.52,105.52,105.4,105.48,1311
15.02.2004 19:00:00.000,105.48,105.59,105.31,105.45,19861
16.02.2004 19:00:00.000,105.46,106,105.39,105.59,30994
17.02.2004 19:00:00.000,105.57,107.12,105.47,106.28,42069
18.02.2004 19:00:00.000,106.3,107.43,106.29,106.9,58249
19.02.2004 19:00:00.000,106.92,109.34,106.88,109.01,63935
20.02.2004 19:00:00.000,109.01,109.01,109.01,109.01,0
21.02.2004 19:00:00.000,108.98,109.01,108.57,108.73,2626
22.02.2004 19:00:00.000,108.68,109.38,108.03,108.26,53157
23.02.2004 19:00:00.000,108.29,108.74,108,108.21,46380
24.02.2004 19:00:00.000,108.2,109.12,108,108.97,49630
25.02.2004 19:00:00.000,108.97,109.83,108.71,109.5,54717
26.02.2004 19:00:00.000,109.51,109.69,108.81,109.13,52188
27.02.2004 19:00:00.000,109.13,109.13,109.13,109.13,0
28.02.2004 19:00:00.000,109.01,109.15,108.95,109.05,2014
29.02.2004 19:00:00.000,109.06,109.41,108.83,108.93,40250
01.03.2004 19:00:00.000,108.93,110.41,108.88,110.12,45439
02.03.2004 19:00:00.000,110.15,110.52,109.97,110.09,56830
03.03.2004 19:00:00.000,110.12,111.27,109.99,111.21,48986
04.03.2004 19:00:00.000,111.19,112.29,110.93,111.99,49898
05.03.2004 19:00:00.000,111.99,111.99,111.99,111.99,0
06.03.2004 19:00:00.000,111.99,112.24,111.99,112.06,2376
07.03.2004 19:00:00.000,112.1,112.33,111.08,111.3,44659
08.03.2004 19:00:00.000,111.31,111.61,110.19,111.42,48378
09.03.2004 19:00:00.000,111.42,111.48,110.67,110.91,49170
10.03.2004 19:00:00.000,110.91,111.08,110.4,110.85,49896
11.03.2004 19:00:00.000,110.83,111.39,110.57,110.76,47285
12.03.2004 19:00:00.000,110.76,110.76,110.76,110.76,0
13.03.2004 19:00:00.000,110.73,110.95,110.63,110.82,1744
14.03.2004 19:00:00.000,110.79,111.06,109.15,110.32,55356
15.03.2004 19:00:00.000,110.32,110.36,108.59,108.69,64911
16.03.2004 19:00:00.000,108.68,108.96,107.93,108.29,66704
17.03.2004 19:00:00.000,108.27,108.37,106.37,106.78,72535
18.03.2004 19:00:00.000,106.78,107.31,106.59,106.67,60434
19.03.2004 19:00:00.000,106.67,106.67,106.67,106.67,0
20.03.2004 19:00:00.000,106.8,106.95,106.63,106.9,1675
21.03.2004 19:00:00.000,106.91,107.65,106.69,106.72,46237
22.03.2004 19:00:00.000,106.73,106.94,106.43,106.73,46824
23.03.2004 19:00:00.000,106.73,106.95,106,106.41,53959
24.03.2004 19:00:00.000,106.43,106.44,105.73,106.13,55450
25.03.2004 19:00:00.000,106.12,106.18,105.48,106,50498
26.03.2004 19:00:00.000,106,106,106,106,0
27.03.2004 19:00:00.000,105.81,105.86,105.23,105.66,4959
28.03.2004 19:00:00.000,105.67,105.94,105.23,105.42,46866
29.03.2004 19:00:00.000,105.44,106.23,105.39,105.88,45611
30.03.2004 19:00:00.000,105.89,105.9,103.38,104,69219
31.03.2004 19:00:00.000,103.99,104.49,103.44,103.76,55013
01.04.2004 19:00:00.000,103.77,104.74,103.73,104.46,49478
02.04.2004 19:00:00.000,104.46,104.46,104.46,104.46,0
03.04.2004 19:00:00.000,104.46,104.56,104.1,104.31,3927
04.04.2004 20:00:00.000,104.3,105.44,104.21,105.1,54602
05.04.2004 20:00:00.000,105.12,107.21,105.06,105.9,64697
06.04.2004 20:00:00.000,105.89,106.15,104.93,105.41,56947
07.04.2004 20:00:00.000,105.44,106.73,105.35,106.68,52475
08.04.2004 20:00:00.000,106.68,106.77,105.92,106.36,18530
09.04.2004 20:00:00.000,106.36,106.36,106.36,106.36,0
10.04.2004 20:00:00.000,106.34,106.42,106.15,106.36,1243
11.04.2004 20:00:00.000,106.32,106.46,105.23,105.35,37645
12.04.2004 20:00:00.000,105.4,107.02,105.02,106.84,60945
13.04.2004 20:00:00.000,106.84,108.99,106.69,108.39,69542
14.04.2004 20:00:00.000,108.4,109.27,108.04,108.34,91149
15.04.2004 20:00:00.000,108.37,108.9,107.47,107.86,89685
16.04.2004 20:00:00.000,107.86,107.86,107.86,107.86,0
17.04.2004 20:00:00.000,107.69,107.82,107.57,107.73,1842
18.04.2004 20:00:00.000,107.74,108.7,107.62,108.52,60698
19.04.2004 20:00:00.000,108.52,109.14,107.64,109.13,80054
20.04.2004 20:00:00.000,109.12,109.77,108.52,109.38,79954
21.04.2004 20:00:00.000,109.38,109.9,109.1,109.57,76877
22.04.2004 20:00:00.000,109.57,109.84,108.57,108.9,66471
23.04.2004 20:00:00.000,108.9,108.9,108.9,108.9,0
24.04.2004 20:00:00.000,108.95,109.32,108.89,109.28,3259
25.04.2004 20:00:00.000,109.27,109.34,108.26,108.64,56340
26.04.2004 20:00:00.000,108.65,109.87,108.35,109.55,65914
27.04.2004 20:00:00.000,109.55,110.27,108.75,110.16,74032
28.04.2004 20:00:00.000,110.13,111.05,109.5,109.94,66682
29.04.2004 20:00:00.000,109.94,110.64,109.92,110.52,47680
30.04.2004 20:00:00.000,110.52,110.52,110.52,110.52,0
01.05.2004 20:00:00.000,110.41,110.47,110.26,110.32,1793
02.05.2004 20:00:00.000,110.3,110.72,109.78,110.33,56908
03.05.2004 20:00:00.000,110.31,110.62,109.22,109.43,55730
04.05.2004 20:00:00.000,109.43,109.6,108.29,108.72,72877
05.05.2004 20:00:00.000,108.71,109.92,108.61,109.88,64494
06.05.2004 20:00:00.000,109.85,112.5,109.84,112.28,60734
07.05.2004 20:00:00.000,112.28,112.28,112.28,112.28,0
08.05.2004 20:00:00.000,112.31,112.96,112.11,112.94,4300
09.05.2004 20:00:00.000,112.93,114.16,112.4,113.58,89015
10.05.2004 20:00:00.000,113.6,113.87,112.86,113,70119
11.05.2004 20:00:00.000,112.98,113.5,112.4,112.86,65943
12.05.2004 20:00:00.000,112.86,114.7,112.82,114.59,75745
13.05.2004 20:00:00.000,114.59,114.9,113.95,114.28,50731
14.05.2004 20:00:00.000,114.28,114.28,114.28,114.28,0
15.05.2004 20:00:00.000,114.19,114.66,114.14,114.57,4343
16.05.2004 20:00:00.000,114.59,114.71,113.04,113.85,77642
17.05.2004 20:00:00.000,113.85,114.72,113.37,113.81,66969
18.05.2004 20:00:00.000,113.79,114.07,112.4,113.2,68724
19.05.2004 20:00:00.000,113.21,113.89,112.54,112.79,54006
20.05.2004 20:00:00.000,112.81,113.08,111.73,112.41,60265
21.05.2004 20:00:00.000,112.41,112.41,112.41,112.41,0
22.05.2004 20:00:00.000,112.33,112.5,112.02,112.34,3606
23.05.2004 20:00:00.000,112.37,113.3,112.07,113.09,59787
24.05.2004 20:00:00.000,113.08,113.34,111.62,111.82,51111
25.05.2004 20:00:00.000,111.84,112.05,111.2,111.93,44490
26.05.2004 20:00:00.000,111.91,112.14,110.65,110.91,48789
27.05.2004 20:00:00.000,110.93,111.04,110.01,110.18,52758
28.05.2004 20:00:00.000,110.18,110.18,110.18,110.18,0
29.05.2004 20:00:00.000,110.18,110.18,110.18,110.18,0
30.05.2004 20:00:00.000,110.18,110.23,109.03,109.67,38901
31.05.2004 20:00:00.000,109.66,110.75,109.19,110.57,65812
01.06.2004 20:00:00.000,110.54,110.93,109.77,109.97,63184
02.06.2004 20:00:00.000,109.98,111.55,109.78,111.1,71855
03.06.2004 20:00:00.000,111.11,112.01,110.24,111.22,58743
04.06.2004 20:00:00.000,111.22,111.22,111.22,111.22,0
05.06.2004 20:00:00.000,110.89,111.08,110.59,110.68,3218
06.06.2004 20:00:00.000,110.67,110.91,109.44,109.52,55701
07.06.2004 20:00:00.000,109.52,110.14,109.29,109.35,57308
08.06.2004 20:00:00.000,109.37,110.6,108.63,110.4,77003
09.06.2004 20:00:00.000,110.41,110.54,109.14,109.49,62152
10.06.2004 20:00:00.000,109.48,110.5,109.26,110.07,50493
11.06.2004 20:00:00.000,110.07,110.07,110.07,110.07,0
12.06.2004 20:00:00.000,110.17,110.45,110.13,110.22,3129
13.06.2004 20:00:00.000,110.21,111.49,110.03,111.22,62318
14.06.2004 20:00:00.000,111.2,111.41,109.28,109.41,65540
15.06.2004 20:00:00.000,109.43,110.26,109.2,110.01,61436
16.06.2004 20:00:00.000,110,110.23,108.88,109.54,66510
17.06.2004 20:00:00.000,109.56,109.76,108.52,108.9,60235
18.06.2004 20:00:00.000,108.9,108.9,108.9,108.9,0
19.06.2004 20:00:00.000,108.78,108.84,108.53,108.73,2899
20.06.2004 20:00:00.000,108.73,108.99,108.2,108.7,57957
21.06.2004 20:00:00.000,108.72,109.43,108.34,109.06,61041
22.06.2004 20:00:00.000,109.05,109.11,108.07,108.15,60980
23.06.2004 20:00:00.000,108.15,108.45,106.99,107.34,64088
24.06.2004 20:00:00.000,107.37,108.04,107.08,107.61,58682
25.06.2004 20:00:00.000,107.61,107.61,107.61,107.61,0
26.06.2004 20:00:00.000,107.56,107.63,107.39,107.57,2612
27.06.2004 20:00:00.000,107.57,108.35,107.48,107.99,60296
28.06.2004 20:00:00.000,108.01,108.78,107.98,108.37,59737
29.06.2004 20:00:00.000,108.36,109.61,108.08,108.13,67454
30.06.2004 20:00:00.000,108.16,108.52,107.8,108.46,60051
01.07.2004 20:00:00.000,108.46,109.36,108.02,108.35,58456
02.07.2004 20:00:00.000,108.35,108.35,108.35,108.35,0
03.07.2004 20:00:00.000,108.32,108.51,108.21,108.4,3752
04.07.2004 20:00:00.000,108.45,109.23,108.37,109.12,44105
05.07.2004 20:00:00.000,109.13,109.74,108.84,109.43,60140
06.07.2004 20:00:00.000,109.44,109.51,108.16,108.45,63131
07.07.2004 20:00:00.000,108.47,109.18,108.35,108.89,63308
08.07.2004 20:00:00.000,108.93,108.96,107.92,108.24,61066
09.07.2004 20:00:00.000,108.24,108.24,108.24,108.24,0
10.07.2004 20:00:00.000,108.19,108.19,107.58,107.64,5801
11.07.2004 20:00:00.000,107.62,108.73,107.54,108.6,64013
12.07.2004 20:00:00.000,108.62,109.42,108.16,108.59,72387
13.07.2004 20:00:00.000,108.59,109.48,108.52,109.17,67965
14.07.2004 20:00:00.000,109.16,110.01,108.97,109.89,68710
15.07.2004 20:00:00.000,109.87,110.05,108.55,108.71,56934
16.07.2004 20:00:00.000,108.71,108.71,108.71,108.71,0
17.07.2004 20:00:00.000,108.76,108.88,108.66,108.72,3340
18.07.2004 20:00:00.000,108.71,108.84,108.07,108.39,55478
19.07.2004 20:00:00.000,108.39,108.84,108.07,108.55,67901
20.07.2004 20:00:00.000,108.56,110.33,108.33,109.83,75857
21.07.2004 20:00:00.000,109.8,109.96,109.23,109.77,79615
22.07.2004 20:00:00.000,109.78,110.27,109.6,110.19,71073
23.07.2004 20:00:00.000,110.19,110.19,110.19,110.19,0
24.07.2004 20:00:00.000,110.14,110.22,109.93,109.96,3301
25.07.2004 20:00:00.000,109.97,110.15,109.38,110.07,68158
26.07.2004 20:00:00.000,110.06,111.22,109.58,110.87,64306
27.07.2004 20:00:00.000,110.88,111.9,110.84,111.72,78977
28.07.2004 20:00:00.000,111.72,112.53,111.47,112.07,75100
29.07.2004 20:00:00.000,112.06,112.25,111.06,111.36,69979
30.07.2004 20:00:00.000,111.36,111.36,111.36,111.36,0
31.07.2004 20:00:00.000,111.38,111.38,110.99,111.24,4596
01.08.2004 20:00:00.000,111.24,111.42,110.56,110.79,69633
02.08.2004 20:00:00.000,110.79,111.16,110.39,110.57,66926
03.08.2004 20:00:00.000,110.55,111.75,110.51,111.01,71319
04.08.2004 20:00:00.000,110.98,111.91,110.79,111.86,64383
05.08.2004 20:00:00.000,111.85,111.88,109.79,110.48,60980
06.08.2004 20:00:00.000,110.48,110.48,110.48,110.48,0
07.08.2004 20:00:00.000,110.43,110.6,110.29,110.33,3028
08.08.2004 20:00:00.000,110.33,110.93,110.12,110.74,48147
09.08.2004 20:00:00.000,110.73,111.49,110.4,111.19,60068
10.08.2004 20:00:00.000,111.19,111.48,110.61,110.66,59231
11.08.2004 20:00:00.000,110.63,111.6,110.43,111.54,58892
12.08.2004 20:00:00.000,111.55,112.12,110.45,110.72,58636
13.08.2004 20:00:00.000,110.72,110.72,110.72,110.72,0
14.08.2004 20:00:00.000,110.67,110.67,110.32,110.54,4144
15.08.2004 20:00:00.000,110.52,111.02,110.33,110.37,57555
16.08.2004 20:00:00.000,110.4,110.61,109.78,109.81,60708
17.08.2004 20:00:00.000,109.84,110.17,109.27,109.48,57440
18.08.2004 20:00:00.000,109.47,109.63,109.04,109.5,53901
19.08.2004 20:00:00.000,109.52,109.76,108.93,109.24,45823
20.08.2004 20:00:00.000,109.24,109.24,109.24,109.24,0
21.08.2004 20:00:00.000,109.19,109.32,109.07,109.22,2058
22.08.2004 20:00:00.000,109.22,109.94,109.09,109.87,44685
23.08.2004 20:00:00.000,109.88,110.07,109.36,109.71,53280
24.08.2004 20:00:00.000,109.74,110.49,109.41,109.93,52954
25.08.2004 20:00:00.000,109.94,110.31,109.26,109.68,52564
26.08.2004 20:00:00.000,109.66,109.86,108.98,109.86,51712
27.08.2004 20:00:00.000,109.86,109.86,109.86,109.86,0
28.08.2004 20:00:00.000,109.81,109.81,109.51,109.64,2050
29.08.2004 20:00:00.000,109.62,110.45,109.59,110.14,47233
30.08.2004 20:00:00.000,110.15,110.22,108.74,109.07,48420
31.08.2004 20:00:00.000,109.1,109.75,108.98,109.33,46290
01.09.2004 20:00:00.000,109.33,109.66,109.2,109.42,48479
02.09.2004 20:00:00.000,109.44,110.71,109.08,110.45,48897
03.09.2004 20:00:00.000,110.45,110.45,110.45,110.45,0
04.09.2004 20:00:00.000,110.46,110.64,110.28,110.34,2634
05.09.2004 20:00:00.000,110.35,110.56,109.92,110.04,37458
06.09.2004 20:00:00.000,110.05,110.19,109.21,109.34,44672
07.09.2004 20:00:00.000,109.35,109.83,109.03,109.25,48863
08.09.2004 20:00:00.000,109.24,110.02,109.15,109.85,50108
09.09.2004 20:00:00.000,109.85,110.33,109.19,109.66,49213
10.09.2004 20:00:00.000,109.66,109.66,109.66,109.66,0
11.09.2004 20:00:00.000,109.63,109.65,109.26,109.48,2368
12.09.2004 20:00:00.000,109.48,110.36,109.28,110.05,41215
13.09.2004 20:00:00.000,110.08,110.11,109.34,109.56,50894
14.09.2004 20:00:00.000,109.59,110.39,109.28,110.06,48879
15.09.2004 20:00:00.000,110.06,110.09,109.45,109.63,44215
16.09.2004 20:00:00.000,109.63,110.26,109.34,109.73,39627
17.09.2004 20:00:00.000,109.73,109.73,109.73,109.73,0
18.09.2004 20:00:00.000,109.78,110.1,109.78,110.09,2130
19.09.2004 20:00:00.000,110.08,110.15,109.67,109.92,36417
20.09.2004 20:00:00.000,109.91,110.19,109.57,109.67,46372
21.09.2004 20:00:00.000,109.67,110.75,109.58,110.62,48346
22.09.2004 20:00:00.000,110.63,110.93,110.25,110.58,52214
23.09.2004 20:00:00.000,110.59,110.88,110.29,110.66,46074
24.09.2004 20:00:00.000,110.66,110.66,110.66,110.66,0
25.09.2004 20:00:00.000,110.61,110.74,110.42,110.67,1644
26.09.2004 20:00:00.000,110.66,111.41,110.46,111.18,46389
27.09.2004 20:00:00.000,111.2,111.72,111.12,111.27,46172
28.09.2004 20:00:00.000,111.27,111.41,110.64,111.15,44088
29.09.2004 20:00:00.000,111.12,111.25,109.79,109.95,51436
30.09.2004 20:00:00.000,109.96,110.6,109.84,110.5,41950
01.10.2004 20:00:00.000,110.5,110.5,110.5,110.5,0
02.10.2004 20:00:00.000,110.49,110.83,110.49,110.81,1984
03.10.2004 20:00:00.000,110.83,111.2,110.44,110.88,41004
04.10.2004 20:00:00.000,110.91,111.35,110.64,111.04,38112
05.10.2004 20:00:00.000,111.03,111.46,110.98,111.33,40503
06.10.2004 20:00:00.000,111.35,111.44,110.92,111.17,38288
07.10.2004 20:00:00.000,111.19,111.27,109.29,109.53,48743
08.10.2004 20:00:00.000,109.53,109.53,109.53,109.53,0
09.10.2004 20:00:00.000,109.48,109.56,109.44,109.47,2031
10.10.2004 20:00:00.000,109.47,109.59,109.11,109.45,33117
11.10.2004 20:00:00.000,109.43,110.11,109.39,109.51,44089
12.10.2004 20:00:00.000,109.51,110.21,109.39,109.62,45703
13.10.2004 20:00:00.000,109.6,109.85,109.13,109.6,44811
14.10.2004 20:00:00.000,109.6,109.68,108.78,109.28,43419
15.10.2004 20:00:00.000,109.28,109.28,109.28,109.28,0
16.10.2004 20:00:00.000,109.26,109.29,109.08,109.2,2341
17.10.2004 20:00:00.000,109.21,109.6,109.1,109.35,35915
18.10.2004 20:00:00.000,109.4,109.45,108.23,108.48,43352
19.10.2004 20:00:00.000,108.47,108.69,108.1,108.31,47274
20.10.2004 20:00:00.000,108.28,108.32,107.33,107.48,43057
21.10.2004 20:00:00.000,107.46,107.75,107.13,107.28,35955
22.10.2004 20:00:00.000,107.28,107.28,107.28,107.28,0
23.10.2004 20:00:00.000,107.23,107.38,106.53,106.61,4776
24.10.2004 20:00:00.000,106.56,106.92,106.21,106.79,204821
25.10.2004 20:00:00.000,106.81,107.02,106.39,106.78,185529
26.10.2004 20:00:00.000,106.77,107.15,106.21,106.68,205839
27.10.2004 20:00:00.000,106.69,106.95,105.89,106.06,226361
28.10.2004 20:00:00.000,106.05,106.38,105.73,105.78,186402
29.10.2004 20:00:00.000,105.78,105.78,105.78,105.78,0
30.10.2004 20:00:00.000,105.76,105.95,105.72,105.75,7352
31.10.2004 19:00:00.000,105.77,106.62,105.73,106.48,174222
01.11.2004 19:00:00.000,106.53,106.76,105.97,106.07,180269
02.11.2004 19:00:00.000,106.05,106.89,105.92,106.1,214677
03.11.2004 19:00:00.000,106.12,106.51,105.66,106.12,203598
04.11.2004 19:00:00.000,106.13,106.61,105.5,105.57,192302
05.11.2004 19:00:00.000,105.57,105.57,105.57,105.57,0
06.11.2004 19:00:00.000,105.53,105.57,105.33,105.53,8559
07.11.2004 19:00:00.000,105.5,105.78,105.26,105.63,179235
08.11.2004 19:00:00.000,105.63,105.93,105.5,105.77,159759
09.11.2004 19:00:00.000,105.78,107.29,105.71,106.94,206013
10.11.2004 19:00:00.000,106.95,107.05,106.36,106.7,169260
11.11.2004 19:00:00.000,106.72,106.77,105.3,105.56,220623
12.11.2004 19:00:00.000,105.56,105.56,105.56,105.56,0
13.11.2004 19:00:00.000,105.54,105.72,105.41,105.41,6045
14.11.2004 19:00:00.000,105.4,105.62,105.15,105.38,167112
15.11.2004 19:00:00.000,105.4,105.67,105,105.41,162818
16.11.2004 19:00:00.000,105.41,105.51,103.79,104.04,201352
17.11.2004 19:00:00.000,104.06,104.42,103.65,104.31,218715
18.11.2004 19:00:00.000,104.3,104.37,102.68,103.09,193278
19.11.2004 19:00:00.000,103.09,103.09,103.09,103.09,0
20.11.2004 19:00:00.000,103.08,103.33,102.95,103.09,10684
21.11.2004 19:00:00.000,103.11,103.4,102.96,103.19,157395
22.11.2004 19:00:00.000,103.19,103.69,102.87,103.34,183451
23.11.2004 19:00:00.000,103.33,103.72,102.56,102.87,184365
24.11.2004 19:00:00.000,102.87,103.04,102.35,102.51,155553
25.11.2004 19:00:00.000,102.54,103.43,102.13,102.55,197782
26.11.2004 19:00:00.000,102.55,102.55,102.55,102.55,0
27.11.2004 19:00:00.000,102.6,102.8,102.58,102.77,6344
28.11.2004 19:00:00.000,102.78,103.12,102.5,103,213726
29.11.2004 19:00:00.000,103.03,103.36,102.4,102.91,240852
30.11.2004 19:00:00.000,102.91,103.02,102.49,102.5,195130
01.12.2004 19:00:00.000,102.52,103.4,101.81,103.13,247614
02.12.2004 19:00:00.000,103.13,103.59,102,102.08,211115
03.12.2004 19:00:00.000,102.08,102.08,102.08,102.08,0
04.12.2004 19:00:00.000,102.07,102.21,101.88,102.03,3898
05.12.2004 19:00:00.000,102.04,103.38,101.88,103.17,189714
06.12.2004 19:00:00.000,103.18,103.18,102.39,102.84,193960
07.12.2004 19:00:00.000,102.84,104.97,102.83,103.97,246186
08.12.2004 19:00:00.000,103.98,104.99,103.86,104.71,209651
09.12.2004 19:00:00.000,104.71,106.18,104.61,105.19,143800
10.12.2004 19:00:00.000,105.19,105.19,105.19,105.19,0
11.12.2004 19:00:00.000,105.24,105.59,105.24,105.4,6460
12.12.2004 19:00:00.000,105.42,105.45,104.5,104.71,166876
13.12.2004 19:00:00.000,104.69,105.79,104.62,105.24,224621
14.12.2004 19:00:00.000,105.26,105.73,103.96,104.26,247332
15.12.2004 19:00:00.000,104.25,104.98,103.44,104.63,259556
16.12.2004 19:00:00.000,104.61,104.72,104.06,104.16,209902
17.12.2004 19:00:00.000,104.16,104.16,104.16,104.16,0
18.12.2004 19:00:00.000,104.11,104.23,103.88,104.19,6116
19.12.2004 19:00:00.000,104.2,104.49,103.87,104.13,135518
20.12.2004 19:00:00.000,104.13,104.67,103.67,104.3,175648
21.12.2004 19:00:00.000,104.3,104.46,103.89,104.16,159686
22.12.2004 19:00:00.000,104.15,104.17,103.36,103.55,138396
23.12.2004 19:00:00.000,103.56,103.78,103.43,103.69,90014
24.12.2004 19:00:00.000,103.69,103.69,103.69,103.69,0
25.12.2004 19:00:00.000,103.7,103.78,103.61,103.71,2944
26.12.2004 19:00:00.000,103.73,104.09,102.69,102.9,110478
27.12.2004 19:00:00.000,102.89,103.35,102.73,103.17,127563
28.12.2004 19:00:00.000,103.19,104.28,103.09,103.88,173513
29.12.2004 19:00:00.000,103.88,104.21,102.85,102.95,171273
30.12.2004 19:00:00.000,102.96,102.96,102.03,102.59,131479
31.12.2004 19:00:00.000,102.59,102.59,102.59,102.59,0
01.01.2005 19:00:00.000,102.64,102.77,102.5,102.52,4890
02.01.2005 19:00:00.000,102.53,103.45,102.33,102.74,192851
03.01.2005 19:00:00.000,102.75,104.8,102.41,104.32,283357
04.01.2005 19:00:00.000,104.32,105.01,103.73,103.92,272220
05.01.2005 19:00:00.000,103.91,105.18,103.9,104.88,255342
06.01.2005 19:00:00.000,104.88,105.12,103.84,104.74,232492
07.01.2005 19:00:00.000,104.74,104.74,104.74,104.74,0
08.01.2005 19:00:00.000,104.79,104.86,104.63,104.65,5706
09.01.2005 19:00:00.000,104.66,104.81,104.06,104.17,185372
10.01.2005 19:00:00.000,104.18,104.3,103.1,103.41,248943
11.01.2005 19:00:00.000,103.43,103.54,102.12,102.48,252142
12.01.2005 19:00:00.000,102.47,102.85,102.22,102.48,247579
13.01.2005 19:00:00.000,102.48,103.2,101.76,102.03,289514
14.01.2005 19:00:00.000,102.03,102.03,102.03,102.03,0
15.01.2005 19:00:00.000,101.98,102.08,101.86,102,4325
16.01.2005 19:00:00.000,102.03,102.33,101.65,102.23,157971
17.01.2005 19:00:00.000,102.24,102.98,101.49,102.23,188385
18.01.2005 19:00:00.000,102.25,102.97,102.01,102.92,233648
19.01.2005 19:00:00.000,102.92,103.59,102.46,103.35,254018
20.01.2005 19:00:00.000,103.37,103.91,102.59,102.7,225458
21.01.2005 19:00:00.000,102.7,102.7,102.7,102.7,0
22.01.2005 19:00:00.000,102.75,102.86,102.67,102.82,3802
23.01.2005 19:00:00.000,102.84,102.99,102.48,102.61,177652
24.01.2005 19:00:00.000,102.61,104.33,102.55,104.05,236394
25.01.2005 19:00:00.000,104.05,104.05,102.75,103.07,241308
26.01.2005 19:00:00.000,103.08,103.53,102.35,102.85,248168
27.01.2005 19:00:00.000,102.86,103.77,102.81,103.27,190909
28.01.2005 19:00:00.000,103.27,103.27,103.27,103.27,0
29.01.2005 19:00:00.000,103.41,103.69,103.41,103.6,7942
30.01.2005 19:00:00.000,103.62,103.78,103.33,103.62,186715
31.01.2005 19:00:00.000,103.62,104.08,103.48,103.64,181122
01.02.2005 19:00:00.000,103.65,104.08,103.33,103.67,196365
02.02.2005 19:00:00.000,103.66,104.73,103.57,104.47,224162
03.02.2005 19:00:00.000,104.47,104.63,103.44,104.08,205534
04.02.2005 19:00:00.000,104.08,104.08,104.08,104.08,0
05.02.2005 19:00:00.000,104.13,104.64,104.13,104.33,10670
06.02.2005 19:00:00.000,104.32,105.05,104.03,104.83,217806
07.02.2005 19:00:00.000,104.83,105.94,104.76,105.71,227782
08.02.2005 19:00:00.000,105.71,105.97,105.3,105.57,198470
09.02.2005 19:00:00.000,105.58,106.85,105.34,105.84,233145
10.02.2005 19:00:00.000,105.83,105.9,105.47,105.7,136434
11.02.2005 19:00:00.000,105.7,105.7,105.7,105.7,0
12.02.2005 19:00:00.000,105.65,105.65,105.38,105.46,4750
13.02.2005 19:00:00.000,105.47,105.47,104.63,105.1,185478
14.02.2005 19:00:00.000,105.1,105.36,104.1,104.57,210571
15.02.2005 19:00:00.000,104.58,105.73,104.54,105.49,225907
16.02.2005 19:00:00.000,105.5,105.79,105.15,105.49,184270
17.02.2005 19:00:00.000,105.49,105.87,105.15,105.65,149832
18.02.2005 19:00:00.000,105.65,105.65,105.65,105.65,0
19.02.2005 19:00:00.000,105.64,105.8,105.59,105.63,4507
